duration (ns), Core 3 cpu cycles, Core 3 instructions, Core 3 branch instructions, Core 3 branch misses, Core 3 L1 i-cache loads, Core 3 L1 i-cache misses, Core 3 L1 d-cache loads, Core 3 L1 d-cache misses, L3 cache loads, L3 cache misses, Core 0 cpu cycles, Core 0 instructions, Core 0 L1 i-cache misses, Core 0 L1 d-cache misses, Core 1 cpu cycles, Core 1 instructions, Core 1 L1 i-cache misses, Core 1 L1 d-cache misses, Core 2 cpu cycles, Core 2 instructions, Core 2 L1 i-cache misses, Core 2 L1 d-cache misses, 
9026955689, 21767051218, 30268558181, 4305775317, 3444640, 49747435, 2203201, 17317849086, 2426555971, 4723137, 65998368, 938969595, 475683447, 6830560, 12814168, 392369285, 189082500, 2179423, 2978848, 23088506846, 7941804643, 6270407, 1020401169, 
