duration (ns), Core 3 cpu cycles, Core 3 instructions, Core 3 branch instructions, Core 3 branch misses, Core 3 L1 i-cache loads, Core 3 L1 i-cache misses, Core 3 L1 d-cache loads, Core 3 L1 d-cache misses, L3 cache loads, L3 cache misses, Core 0 cpu cycles, Core 0 instructions, Core 0 L1 i-cache misses, Core 0 L1 d-cache misses, Core 1 cpu cycles, Core 1 instructions, Core 1 L1 i-cache misses, Core 1 L1 d-cache misses, Core 2 cpu cycles, Core 2 instructions, Core 2 L1 i-cache misses, Core 2 L1 d-cache misses, 
9099936432, 23193413040, 1420621311, 169097288, 3961999, 90630070, 4737079, 833575938, 185086414, 4248986, 1582894484, 1240985365, 476535412, 6610127, 11855497, 383117900, 187291012, 1977866, 2954670, 24007437694, 10455240782, 15014384, 1371120184, 
