duration (ns), Core 3 cpu cycles, Core 3 instructions, Core 3 branch instructions, Core 3 branch misses, Core 3 L1 i-cache loads, Core 3 L1 i-cache misses, Core 3 L1 d-cache loads, Core 3 L1 d-cache misses, L3 cache loads, L3 cache misses, Core 0 cpu cycles, Core 0 instructions, Core 0 L1 i-cache misses, Core 0 L1 d-cache misses, Core 1 cpu cycles, Core 1 instructions, Core 1 L1 i-cache misses, Core 1 L1 d-cache misses, Core 2 cpu cycles, Core 2 instructions, Core 2 L1 i-cache misses, Core 2 L1 d-cache misses, 
9033859452, 22743477578, 12193025734, 1183518565, 11580699, 242311276, 13973640, 11662432060, 1514326717, 4878771, 1553760538, 1150618316, 494332822, 7484558, 12190003, 381920814, 195305835, 1992459, 3005493, 24096552711, 5827971462, 6377695, 740496304, 
